co,no,no2,o3,so2,pm2_5,pm10,nh3,aqi
453.95,0.27,7.45,42.92,5.6,11.78,13.73,3.67,2
473.98,0.26,7.88,43.63,6.02,12.37,13.98,3.58,2
534.06,0.27,9.25,42.92,6.91,15.42,16.9,3.64,2
594.14,0.24,10.37,42.56,7.45,19.07,20.5,3.67,2
654.22,0.25,12.34,38.62,7.75,22.01,23.68,4.5,3
734.33,0.14,16.45,29.68,8.46,24.83,27.18,5.26,3
794.41,0.01,19.36,21.28,8.7,26.23,29.3,5.07,4
814.44,0.02,19.71,16.27,7.87,26.83,30.87,5.07,4
827.79,0.05,19.71,12.16,7.21,28.16,33.54,5.38,4
854.49,0.13,20.39,8.49,7.21,30.86,37.78,5.64,4
881.2,0.23,20.74,6.17,7.39,33.86,42,5.83,4
881.2,0.18,20.22,6.53,7.15,35.71,44.15,5.76,4
847.82,0.07,18.51,9.39,6.44,36.13,44.04,5.57,4
807.76,0.02,15.77,14.48,5.66,35.08,41.75,5.19,4
767.71,0.01,13.71,18.42,5.19,33.92,39.3,4.94,4
754.36,0.01,12.85,20.21,5.25,33.33,37.76,4.81,4
747.68,0.01,12.85,19.67,5.54,33.32,37.52,4.69,4
754.36,0.01,12.51,19.31,5.96,33.09,37.49,4.56,4
747.68,0.69,11.31,22.89,6.38,32.2,36.83,4.37,4
700.95,1.33,9.08,34.69,6.26,29.35,33.43,3.74,4
687.6,1.05,8.82,44.7,6.38,28.35,32.11,3.9,4
687.6,0.57,9.17,54.36,6.86,28.66,32.38,4.37,4
640.87,0.27,7.97,58.65,6.44,25.52,28.41,3.8,4
654.22,0.19,7.45,59.37,5.96,25.35,27.61,3.58,4
687.6,0.16,7.11,59.37,5.25,25.96,27.76,3.45,4
714.3,0.23,7.03,58.65,4.83,26.03,27.58,3.48,4
727.65,0.36,6.68,61.51,4.89,26.17,27.63,3.64,4
720.98,0.38,6.26,65.8,4.65,25.36,26.76,3.74,4
734.33,0.45,7.2,63.66,4.47,25.26,27.01,4.69,4
767.71,0.28,10.11,54.36,4.77,25.61,28.13,5.64,4
794.41,0,12.85,41.13,5.31,25.35,28.79,5.83,4
821.11,0,14.05,32.9,5.42,25.55,29.95,6.02,4
827.79,0,14.4,26.82,5.31,25.93,31.21,5.95,4
821.11,0,14.4,21.99,5.25,26.11,31.98,5.83,4
794.41,0.01,13.88,19.13,5.07,25.41,31.24,5.57,4
754.36,0.01,13.02,18.24,4.77,24.2,29.6,5.26,3
707.63,0.01,12.17,18.6,4.59,22.87,27.8,4.94,3
667.57,0.01,11.31,18.77,4.59,21.73,26.27,4.75,3
660.9,0.01,11.48,16.81,4.47,21.88,26.42,4.81,3
667.57,0.02,11.65,15.02,4.41,22.47,27.06,5,3
667.57,0.03,11.65,14.13,4.29,22.5,27.04,5.07,3
660.9,0.03,10.88,14.84,4.23,21.71,26.11,4.94,3
647.54,0.64,9.17,18.95,4.29,20.86,25.19,4.75,3
614.17,1.3,6.86,30.4,3.99,19.52,23.28,4.18,2
614.17,1.36,6.26,44.7,4.35,20.64,24.14,4.12,3
600.82,0.91,5.18,70.1,5.01,25.16,28.6,4.18,4
527.38,0.43,3.21,86.55,4.77,27.13,29.95,3.61,4
480.65,0.3,2.64,90.12,4.59,26.21,28.44,3.42,4
447.27,0.26,2.72,90.84,4.65,25.13,26.91,3.48,4
417.23,0.24,3.17,88.69,4.83,22.73,24.23,3.67,3
400.54,0.23,3.81,82.97,4.83,19.72,21.08,3.9,2
397.21,0.18,4.54,71.53,4.23,15.81,17.02,3.9,2
423.91,0.14,5.91,57.94,3.67,13.98,15.16,3.93,2
480.65,0.08,8.65,44.35,3.87,14.42,15.91,3.99,2
540.73,0,11.31,31.83,4.23,15.57,17.54,3.99,2
580.79,0,12.51,23.25,4.23,16.67,19.25,4.43,2
614.17,0.01,13.02,16.99,4.23,17.9,21.45,5.07,2
634.19,0.03,13.2,12.88,4.17,19.03,23.61,5.38,2
620.84,0.04,12.34,11.62,3.82,18.4,23.1,5.32,2
567.44,0.02,10.8,13.23,3.22,16.02,19.93,4.94,2
520.71,0.01,9.68,16.09,2.83,14.06,17.09,4.5,2
494,0.01,9.51,17.52,2.86,13.51,16.14,4.18,2
480.65,0.01,9.6,16.81,2.92,13.72,16.3,4.18,2
494,0.01,9.6,16.27,2.98,14.02,16.55,4.24,2
554.09,0.01,9.25,18.24,3.07,15.74,18.1,4.02,2
680.92,0.01,8.82,22.17,3.31,20.47,22.65,3.58,3
827.79,0.21,8.48,26.46,3.73,26.66,28.99,3.29,4
881.2,0.47,7.03,35.41,3.82,27.65,29.79,2.82,4
854.49,0.46,6.26,47.21,4.29,25.76,27.72,2.85,4
767.71,0.38,5.57,60.08,4.95,23.4,25.25,2.91,3
560.76,0.3,3.64,62.23,4.23,14.39,15.67,2.22,2
473.98,0.3,2.87,68.67,4.29,12.75,14,2.31,2
447.27,0.3,2.66,78.68,4.65,14.83,16.12,2.66,2
447.27,0.32,2.96,88.69,5.42,18.11,19.52,3.04,2
453.95,0.35,3.68,90.84,6.26,19.62,21.05,3.23,2
453.95,0.35,4.5,87.26,6.62,18.79,20.21,3.2,2
507.36,0.41,6.6,79.39,7.15,19.5,21.23,3.71,2
587.46,0.25,10.45,67.23,8.11,21.43,24.01,4.43,3
654.22,0,13.02,51.5,8.11,22.02,25.56,4.69,3
694.28,0,14.05,38.62,7.21,22.02,26.47,4.94,3
707.63,0,14.57,27.9,6.26,21.61,26.94,5.19,3
700.95,0.01,14.22,20.03,5.6,21.34,27.15,5.19,3
674.25,0.02,13.2,16.09,4.89,20.56,26.33,5,3
634.19,0.02,11.82,15.2,4.17,19.31,24.66,4.81,2
594.14,0.02,10.45,15.56,3.58,18.1,22.89,4.62,2
560.76,0.02,9.85,15.56,3.34,17.06,21.27,4.56,2
540.73,0.02,9.94,15.2,3.28,16.42,20.37,4.5,2
527.38,0.02,10.11,14.84,3.31,16.1,20.06,4.56,2
514.03,0.03,10.11,14.66,3.37,15.59,19.6,4.56,2
487.33,0.03,10.03,15.02,3.67,14.66,18.86,4.43,2
480.65,1.02,8.74,17.35,4.23,13.87,18.35,4.31,2
453.95,2.1,6.77,24.32,4.29,12.48,16.68,3.86,2
453.95,2.18,6.34,35.05,4.47,13.39,17.51,4.05,2
453.95,1.44,5.83,55.79,4.83,19.29,23.56,4.5,2
410.56,0.62,3.6,74.39,4.11,23.46,26.83,3.83,3
387.19,0.37,2.72,80.82,3.7,25.78,28.34,3.55,4
387.19,0.3,2.66,85.83,3.67,27.96,30.11,3.55,4
413.9,0.32,3.51,89.41,4.29,31.52,33.61,3.83,4
453.95,0.34,4.97,87.26,5.07,34.48,36.61,3.99,4
480.65,0.3,6.51,75.82,5.01,31.03,32.96,3.71,4
500.68,0.33,8.31,59.37,4.53,24.47,26.29,3.74,3
554.09,0.23,11.31,45.42,4.71,21.19,23.41,4.05,3
607.49,0,13.88,33.62,5.25,20.26,23.08,4.31,3
640.87,0,14.4,26.82,5.19,19.86,23.28,4.62,2
654.22,0.01,14.4,20.56,4.89,19.32,23.47,4.94,2
660.9,0.02,14.4,15.91,4.83,19.04,23.83,5.13,2
660.9,0.04,14.05,13.23,4.65,18.54,23.27,5.13,2
640.87,0.04,13.54,12.88,4.29,17.65,22.22,5,2
614.17,0.02,12.51,13.59,3.93,16.62,20.81,4.88,2
580.79,0.02,11.48,14.84,3.73,15.29,18.95,4.62,2
540.73,0.02,10.71,15.02,3.64,14,17.27,4.5,2
520.71,0.02,10.45,14.13,3.73,13.41,16.5,4.62,2
514.03,0.04,10.88,12.34,3.99,13.37,16.48,4.81,2
520.71,0.08,11.65,9.57,4.65,13.66,17.09,5,2
527.38,1.06,11.14,8.58,5.6,13.75,17.68,5.07,2
500.68,2.6,8.74,13.05,5.78,11.71,15.32,4.43,2
473.98,3.3,7.54,20.56,5.9,10.33,13.56,4.12,2
453.95,2.35,6.77,38.62,5.84,11.42,14.36,3.96,2
410.56,0.86,4.5,65.8,5.31,17.44,19.89,3.36,2
400.54,0.42,3.56,80.82,5.54,25.62,27.78,3.23,4
410.56,0.33,3.73,85.83,6.26,30,31.9,3.07,4
400.54,0.34,3.98,80.82,6.44,25.34,26.93,2.85,4
380.52,0.4,4.2,76.53,6.2,18.73,20.19,2.85,2
370.5,0.47,4.76,71.53,6.14,14.84,16.3,2.98,2
390.53,0.6,6.6,62.23,6.62,13.14,14.84,3.42,2
440.6,0.42,10.88,48.64,8.11,13.15,15.47,3.9,2
500.68,0.01,14.91,32.9,9.66,13.89,17.1,4.05,2
540.73,0.01,16.79,21.64,10.25,14.86,19.08,4.24,2
560.76,0.03,17.48,13.95,10.13,15.2,20.49,4.43,2
567.44,0.1,17.31,9.03,9.78,15.22,21.51,4.56,2
567.44,0.2,16.97,6.26,9.3,15.12,21.95,4.62,2
554.09,0.27,16.62,4.74,8.7,14.75,21.52,4.5,2
540.73,0.3,16.11,3.84,8.23,14.5,20.94,4.43,2
527.38,0.41,15.59,2.95,7.99,14.44,20.66,4.43,2
527.38,0.54,15.08,2.24,7.75,14.61,20.61,4.5,2
527.38,0.68,14.91,1.77,7.45,14.85,20.32,4.5,2
520.71,0.79,14.57,1.45,7.33,14.71,19.54,4.56,2
507.36,0.98,13.88,1.23,7.45,13.98,18.4,4.56,2
514.03,4.58,9.25,4.92,8.11,13.64,18.29,4.62,2
547.41,7.94,6.6,8.85,8.94,13.66,18.67,4.56,2
580.79,7.49,8.31,16.45,9.78,15.41,20.83,4.75,2
587.46,4.3,10.45,38.27,10.01,21.9,27.56,5.07,3
473.98,1.17,6.51,69.38,7.45,29.26,33.88,3.99,4
440.6,0.42,4.16,87.98,6.56,35.82,39.84,3.64,4
453.95,0.28,4.03,95.84,6.91,39.32,43.02,3.74,4
447.27,0.31,4.41,95.84,7.15,35.98,39.08,3.67,4
410.56,0.4,4.46,88.69,6.97,25.91,28.26,3.33,4
373.84,0.47,4.46,78.68,6.62,16.25,18.22,3.14,2
413.9,0.71,7.03,67.95,6.91,14.98,17.44,4.37,2
527.38,0.52,13.02,52.21,7.87,17.88,21.64,5.64,2
620.84,0.01,17.65,37.19,8.58,20.02,25.17,5.76,3
707.63,0,19.88,26.46,8.23,22.76,29.59,6.08,3
821.11,0.04,21.59,16.45,7.45,27,36.14,6.78,4
934.6,0.26,22.62,8.32,6.86,32.01,43.91,7.47,4
1028.06,0.82,22.62,3.26,6.2,35.74,49.86,7.6,4
1041.41,1.19,21.08,1.63,5.25,35.96,50.32,6.78,4
974.66,0.89,19.36,1.97,4.47,32.85,46.1,6.08,4
867.84,0.39,17.31,3.4,4.17,27.73,39.56,5.57,4
787.74,0.27,15.42,4.38,3.79,24.19,34.84,5.26,3
707.63,0.17,13.71,5.99,3.43,21.05,30.54,5.07,3
634.19,0.11,12,7.96,3.16,17.94,26.38,4.88,2
580.79,0.1,10.8,9.3,3.31,15.54,23.44,4.75,2
540.73,1.68,8.14,13.23,3.93,13.82,21.72,4.69,2
507.36,3.21,6.26,20.21,4.59,12.64,20.43,4.5,2
514.03,3.05,7.11,28.61,5.13,13.91,21.59,4.81,2
494,1.87,7.28,42.2,5.31,15.68,22.49,4.81,2
383.85,0.71,4.8,50.78,3.79,11.85,16.07,3.55,2
347.14,0.44,4.03,54.36,3.37,10.21,13.21,3.48,2
343.8,0.33,4.11,57.22,3.55,10.28,12.77,3.71,2
350.48,0.28,4.67,59.37,4.17,11,13.12,3.93,2
363.83,0.22,5.74,57.94,4.83,11.15,12.95,4.24,2
370.5,0.15,6.68,50.78,4.89,9.64,11.16,4.37,1
410.56,0.22,8.82,41.13,4.83,9.1,10.7,5.13,1
480.65,0.19,12.17,31.47,5.13,10.02,12.1,5.83,2
534.06,0.01,14.22,23.96,5.25,11.12,13.76,5.64,2
560.76,0.01,13.88,20.74,4.77,11.93,15.12,5.51,2
587.46,0.02,13.88,17.7,4.29,13.33,17.37,5.7,2
654.22,0.04,15.25,13.77,4.35,16.1,21.43,6.02,2
727.65,0.09,16.62,10.1,4.35,19.42,26.11,6.08,2
767.71,0.1,16.97,8.4,3.99,21.46,28.69,5.89,3
767.71,0.07,16.11,8.4,3.46,22.14,29.18,5.64,3
747.68,0.06,14.74,8.76,3.07,22.18,28.65,5.38,3
734.33,0.06,13.71,8.94,2.83,22.09,27.91,5.38,3
714.3,0.07,13.02,9.3,2.71,21.95,26.96,5.45,3
694.28,0.07,12.51,9.66,2.71,21.53,26.48,5.51,3
660.9,0.07,12,10.1,2.92,20.54,25.85,5.32,3
614.17,1.27,9.6,13.77,3.28,18.86,24.36,4.94,2
487.33,1.57,6.34,26.11,2.83,14.01,18.2,3.71,2
460.63,1.05,6,35.41,2.65,13.41,17,4.05,2
453.95,0.51,6.08,43.27,2.71,14.33,17.61,4.81,2
403.88,0.28,4.71,46.49,2.24,11.29,13.47,4.31,2
363.83,0.16,3.73,47.21,1.79,8.26,9.6,3.9,1
343.8,0.12,3.17,47.92,1.49,6.76,7.72,3.83,1
327.11,0.11,3.04,47.92,1.39,5.85,6.59,3.61,1
320.44,0.11,3.26,45.78,1.46,5.46,6.14,3.61,1
320.44,0.11,3.6,43.99,1.52,5.28,5.97,3.64,1
360.49,0.31,5.23,40.41,1.94,6.53,7.63,4.94,1
453.95,0.35,9.08,34.69,2.74,9.95,11.99,6.46,1
560.76,0.01,13.37,28.25,3.73,14.73,18.23,6.78,2
654.22,0,15.42,23.96,4.35,19.71,24.75,6.78,2
727.65,0.01,16.11,20.03,4.29,23.88,30.2,7.03,3
801.09,0.03,16.62,15.74,4.05,27.84,35.53,7.22,4
867.84,0.07,16.97,12.16,3.79,31.2,39.91,7.28,4
907.9,0.1,16.97,9.92,3.43,33.72,42.87,7.22,4
934.6,0.12,16.79,8.49,3.19,35.98,45.08,7.09,4
988.01,0.27,16.62,5.9,3.04,39.67,49.23,7.09,4
1054.76,0.69,16.28,3.17,2.95,44.12,54.46,7.92,4
1094.82,1.29,15.77,1.68,3.01,47.58,58.36,9.37,4
1121.52,1.82,15.25,1.06,3.22,49.79,60.44,10.13,4
1094.82,1.62,14.91,1.45,3.61,48.46,58.7,9.12,4
1001.36,3.49,12,9.03,4.77,43.21,52.46,7.85,4
634.19,2.49,8.31,34.69,5.19,26,31.68,4.75,4
607.49,1.68,6.94,59.37,4.77,29.62,35.06,4.75,4
607.49,0.75,4.84,91.55,4.47,40.32,45.77,4.88,4
487.33,0.33,2.49,97.28,3.25,35.79,40,3.99,4
427.25,0.25,1.86,95.84,2.62,31.34,34.58,3.67,4
420.57,0.23,1.82,98.71,2.44,32.67,35.62,3.99,4
423.91,0.22,2.06,101.57,2.53,35.67,38.56,4.5,4
433.92,0.19,2.57,104.43,2.8,37.96,40.78,5.13,4
447.27,0.13,3.26,100.14,2.83,37.43,40.03,5.76,4
494,0.14,5.1,89.41,3.1,36.61,39.05,6.9,4
567.44,0.09,7.88,77.25,3.67,37.61,40.31,7.79,4
634.19,0,9.68,68.67,3.87,38.95,42.21,7.28,4
680.92,0,9.85,63.66,3.52,38.77,42.45,6.33,4
720.98,0,9.94,57.94,3.22,38.02,42.22,5.89,4
754.36,0,10.37,52.21,3.22,37.74,42.57,5.51,4
774.38,0,10.8,46.49,3.31,37.21,42.58,5.32,4
761.03,0,10.54,41.49,3.13,35.3,40.65,5,4
727.65,0,10.11,37.19,3.04,32.07,37.07,4.62,4
694.28,0,10.2,32.19,3.25,29.18,34.01,4.5,4
707.63,0,11.14,26.46,3.61,29.23,34.31,4.81,4
720.98,0.01,11.82,22.53,3.82,29.64,34.79,5.13,4
741.01,0.01,12.34,19.85,4.23,30.29,35.44,5.32,4
747.68,0.01,12.85,19.49,4.89,30.89,36.46,5.32,4
754.36,0.86,11.82,26.11,5.78,31.68,37.75,5.26,4
727.65,1.77,10.03,46.49,6.38,31.99,38,4.62,4
767.71,1.69,10.71,62.94,7.21,36.48,43.12,4.88,4
787.74,1.06,10.88,83.69,8.11,42.16,48.96,4.81,4
614.17,0.43,6.26,98.71,5.6,31.66,36.04,3.77,4
540.73,0.33,4.24,101.57,4.95,26.3,29.58,3.52,4
520.71,0.29,3.56,107.29,4.95,26.89,29.83,3.64,4
520.71,0.3,3.64,113.01,5.42,29.82,32.55,3.99,4
547.41,0.34,4.41,118.73,6.62,35.73,38.5,4.56,4
587.46,0.36,5.23,121.59,7.39,40.62,43.41,4.88,4
680.92,0.48,8.82,105.86,7.57,45.8,49.23,6.52,4
821.11,0.28,14.57,80.11,7.63,50.49,55.23,7.85,5
934.6,0,18.17,59.37,7.57,52.39,58.7,7.98,5
1001.36,0,19.02,48.64,6.97,52.14,59.79,7.85,5
1014.71,0,17.82,44.35,5.96,49.4,57.69,7.22,4
974.66,0,15.77,43.99,5.25,44.62,52.9,6.65,4
907.9,0,14.05,44.35,4.77,40.32,48.03,6.02,4
907.9,0,13.71,39.34,4.23,39.9,47.46,5.83,4
894.55,0,13.37,34.33,3.87,40.15,47.58,5.95,4
907.9,0,13.37,28.61,3.93,40.5,48.04,6.02,4
881.2,0,13.2,24.68,4.11,39.24,46.64,5.76,4
854.49,0,12.85,22.71,4.11,37.24,44.3,5.38,4
834.47,0.01,12.34,21.99,4.05,34.91,41,4.75,4
801.09,0.01,11.48,22.35,3.93,32.39,36.92,3.9,4
741.01,0.22,9.6,28.97,3.87,28.09,31.13,3.1,4
554.09,0.42,5.74,41.84,2.83,17.23,18.9,2.09,2
507.36,0.68,5.01,44.7,3.04,13.69,15.5,2.53,2
494,0.71,4.67,53.64,3.64,14.11,16.28,3.17,2
460.63,0.44,3.64,65.8,3.64,13.74,15.78,3.23,2
427.25,0.28,3.17,68.67,3.46,13.73,15.58,3.33,2
433.92,0.2,3.47,69.38,3.4,14.57,16.34,3.67,2
453.95,0.29,4.07,69.38,3.64,16.11,17.86,4.18,2
480.65,0.45,4.46,77.96,4.23,20.35,22.2,4.75,3
500.68,0.48,4.37,88.69,4.23,25.21,27.17,5,4
547.41,0.51,6.08,90.12,4.35,30.04,32.49,5.83,4
620.84,0.26,10.37,78.68,5.01,33.04,36.42,6.65,4
674.25,0,13.71,62.23,5.72,32.59,37.13,6.65,4
707.63,0,14.91,48.64,5.78,30.26,35.72,6.65,4
734.33,0,15.77,36.12,5.48,28.43,34.76,6.65,4
787.74,0,16.97,26.11,5.48,29,36.34,6.59,4
841.14,0.01,18.34,18.6,5.54,30.6,38.74,6.4,4
854.49,0.03,19.02,13.59,5.54,30.88,38.81,6.08,4
834.47,0.04,18.85,10.82,5.6,29.36,36.49,5.64,4
774.38,0.06,17.99,9.57,5.72,26.81,32.51,4.88,4
741.01,0.09,16.79,8.67,5.31,25.25,29.56,4.69,4
714.3,0.11,15.94,8.67,4.89,24.24,27.48,4.88,3
694.28,0.11,15.25,9.03,4.41,23.51,26.42,5.38,3
660.9,0.09,14.4,10.1,4.47,21.9,25.08,5.45,3
607.49,0.45,13.37,12.52,5.19,19.39,23.09,5.32,2
534.06,0.73,11.14,19.13,5.31,15.76,19.13,4.31,2
534.06,0.87,10.97,21.28,5.66,15.48,18.82,4.24,2
534.06,0.85,11.14,25.03,6.14,15.69,19.12,4.56,2
460.63,0.69,8.48,34.33,5.19,12.96,15.73,4.02,2
423.91,0.62,6.68,40.41,4.77,11.12,13.42,3.83,2
420.57,0.57,6,47.92,4.89,11.72,13.82,4.02,2
433.92,0.46,5.91,56.51,5.42,13.85,15.78,4.12,2
453.95,0.33,6.26,60.8,5.6,15.68,17.37,4.18,2
467.3,0.22,6.34,60.08,4.77,16.06,17.51,4.18,2
507.36,0.18,7.88,55.08,4.23,17.02,18.56,4.81,2
574.11,0.09,11.48,44.7,4.95,18.66,20.73,5.32,2
620.84,0,14.22,34.69,5.78,19.41,22.06,5,2
647.54,0,14.91,29.33,5.72,19.95,23.27,4.81,2
654.22,0,14.22,27.18,5.25,20.44,24.51,4.81,3
674.25,0,13.71,25.39,5.07,21.46,26.18,4.88,3
694.28,0,13.54,22.35,4.83,22.2,27.24,4.94,3
694.28,0.01,13.02,18.77,4.41,22.11,26.99,5,3
680.92,0.01,12.51,16.09,4.11,21.24,25.67,5.07,3
667.57,0.02,12.34,13.95,3.99,20.73,24.96,5.13,3
667.57,0.04,12.68,11.62,3.99,21.02,25.24,5.45,3
667.57,0.07,13.02,9.92,3.99,21.4,25.71,5.83,3
667.57,0.09,13.37,8.67,4.05,21.74,26.18,6.02,3
667.57,0.12,13.2,8.32,4.17,21.49,26.24,5.89,3
654.22,1.22,11.14,12.16,4.29,20.74,25.6,5.57,3
587.46,1.79,8.23,26.11,3.93,17.85,21.8,4.5,2
594.14,1.68,7.54,44.7,4.35,20.12,24.07,4.69,3
587.46,1.02,6.08,74.39,4.95,25.66,29.77,4.88,4
460.63,0.43,3,85.83,3.79,23.05,26.04,3.86,3
407.22,0.29,2.16,87.98,3.16,21.9,24.2,3.52,3
393.87,0.27,2.06,91.55,2.92,23.36,25.45,3.67,3
403.88,0.27,2.36,97.28,3.16,26.47,28.57,4.18,4
447.27,0.28,2.91,104.43,3.61,30.48,32.76,4.94,4
487.33,0.27,3.43,104.43,3.31,31.32,33.53,5.51,4
554.09,0.29,4.88,95.84,3.19,30.69,32.9,6.08,4
647.54,0.17,7.88,82.97,3.76,31.74,34.51,6.65,4
714.3,0,10.28,71.53,4.41,33.08,36.71,6.65,4
761.03,0,11.65,62.23,4.77,34.47,39.01,6.65,4
821.11,0,13.02,51.5,4.83,36.54,42.32,6.59,4
881.2,0,14.22,42.92,4.89,39.06,46.16,6.27,4
921.25,0,15.08,35.76,4.77,40.91,48.73,5.89,4
921.25,0,14.91,30.04,4.41,40.77,48.53,5.51,4
894.55,0,14.4,25.75,3.99,39.49,46.78,5.26,4
867.84,0,13.54,22.53,3.82,38.06,44.91,5.13,4
841.14,0.01,13.02,19.67,3.7,37.3,44,5.26,4
827.79,0.02,12.85,17.35,3.55,37.08,43.75,5.45,4
821.11,0.03,12.85,15.38,3.55,37.17,43.85,5.57,4
807.76,0.03,12.68,14.84,3.99,36.85,43.62,5.51,4
781.06,1.05,11.48,19.49,5.07,36.44,43.31,5.32,4
700.95,1.9,8.74,37.91,5.42,34.37,40.53,4.31,4
694.28,1.61,7.71,62.94,5.54,37.82,44.02,4.5,4
687.6,0.85,5.83,100.14,5.96,47.18,53.53,4.88,4
574.11,0.39,3.17,111.58,4.95,43.84,48.67,3.99,4
494,0.29,2.44,110.15,4.29,39,42.62,3.55,4
473.98,0.28,2.46,115.87,4.41,40.94,44.25,3.77,4
480.65,0.28,2.83,127.32,5.13,46.31,49.64,4.24,4
520.71,0.29,3.51,137.33,6.08,53.47,56.91,4.94,5
540.73,0.28,4.37,140.19,6.56,57.76,61.25,5.57,5
607.49,0.34,7.63,124.45,6.86,60.37,64.24,7.35,5
714.3,0.17,12.85,100.14,7.39,63.3,68.25,9.25,5
794.41,0,15.77,80.82,7.57,63.63,69.69,9.25,5
821.11,0,15.59,72.24,6.97,60.82,67.64,8.36,5
821.11,0,14.91,64.37,6.26,55.83,63.16,7.41,5
834.47,0,14.57,55.08,5.96,51.36,59.11,6.46,5
867.84,0,14.74,44.7,5.72,49.29,57.58,5.76,4
934.6,0,15.59,33.26,5.42,49.71,58.56,5.76,4
988.01,0,16.79,22.89,5.25,50.77,60.19,6.02,5
1028.06,0.03,18.17,13.59,5.42,50.97,60.96,6.27,5
1028.06,0.11,18.85,7.69,5.48,48.78,58.3,6.21,4
988.01,0.2,18.68,5.05,5.31,45.4,53.3,6.02,4
934.6,0.23,17.99,4.6,5.07,42.16,48.98,5.76,4
881.2,0.19,16.62,5.9,5.25,38.98,45.4,5.51,4
801.09,1.93,13.02,12.88,6.14,36.02,42.15,5.26,4
694.28,3.24,9.08,26.82,7.09,31.04,35.9,4.56,4
687.6,2.93,8.65,42.92,7.51,30.74,35.26,4.88,4
674.25,1.43,7.03,75.82,7.03,36.22,40.9,5,4
494,0.45,3.21,94.41,4.11,38.1,42.13,4.12,4
427.25,0.27,2.1,103,3.07,38.75,42.33,3.93,4
423.91,0.24,2.01,113.01,2.89,42.93,46.43,4.18,4
427.25,0.26,2.25,118.73,3.25,47.56,51.07,4.56,4
453.95,0.28,2.83,124.45,4.53,54.47,58.1,5.13,5
494,0.26,3.51,130.18,5.66,63.02,66.9,5.7,5
560.76,0.26,5.4,121.59,5.72,69.94,74.34,7.03,5
640.87,0.11,8.57,104.43,5.54,73.27,78.32,7.85,5
694.28,0,10.71,90.12,5.54,73.74,79.43,7.35,5
714.3,0,11.31,79.39,5.25,69.67,75.65,6.84,5
714.3,0,11.82,63.66,4.65,59.74,65.97,6.46,5
727.65,0,12.85,43.27,4.47,46.72,53.51,6.02,4
761.03,0,14.57,25.39,4.47,35.38,42.5,5.64,4
767.71,0.02,15.59,14.13,4.29,27.17,33.82,5.19,4
694.28,0.04,14.57,10.64,3.99,21.07,26.59,4.75,3
587.46,0.05,12.34,10.37,3.58,16.54,20.89,4.31,2
560.76,0.12,11.65,7.96,3.34,15.64,19.52,4.62,2
560.76,0.24,11.48,5.5,3.34,15.87,19.62,5.38,2
574.11,0.41,11.65,3.53,3.37,16.48,20.47,6.21,2
574.11,0.55,11.48,2.59,3.55,16.51,21.14,6.27,2
554.09,1.29,10.45,3.89,4.11,15.48,20.56,6.14,2
467.3,2.07,7.37,10.37,4.17,11.33,15.38,4.81,2
453.95,2.77,6.26,16.63,4.29,10.54,14.3,4.81,2
473.98,2.57,6.77,31.11,5.07,13.64,17.79,5.32,2
514.03,1.36,7.11,60.8,5.96,27.16,32.08,5.95,4
554.09,0.55,6.34,83.69,6.38,46.57,51.86,6.14,4
567.44,0.22,6.26,87.26,6.02,54.18,58.85,5.64,5
540.73,0.13,7.2,77.25,5.72,48.63,52.51,5.32,4
507.36,0.22,7.71,68.67,5.96,40.1,43.39,5.32,4
480.65,0.27,7.8,65.09,6.08,33.68,36.43,5.26,4
554.09,0.37,10.88,50.78,5.96,33.26,36.56,7.6,4
720.98,0.24,17.31,31.11,6.08,36.74,41.71,9.88,4
881.2,0.03,22.62,17.52,6.38,39.74,46.82,10.26,4
974.66,0.09,23.99,12.34,6.44,41.47,50.21,9.75,4
988.01,0.13,22.96,9.92,5.78,40.49,50.29,8.11,4
961.3,0.23,21.25,7.15,5.31,36.42,46.71,7.09,4
827.79,0.24,18.51,5.36,5.01,26.45,35.29,6.52,4
787.74,0.45,17.48,2.5,4.53,22.83,31.34,5.64,3
700.95,0.4,15.77,2.82,4.35,18.94,26.44,4.88,2
560.76,0.13,13.02,5.81,4.47,14.02,20.29,4.05,2
507.36,0.12,12,6.53,4.59,12.4,18.09,4.18,2
480.65,0.14,12,6.35,4.83,11.86,17.18,4.56,2
460.63,0.17,12.17,5.81,5.19,11.58,16.59,4.81,2
447.27,0.19,12.17,5.63,5.6,10.98,15.67,4.69,2
433.92,0.59,11.48,6.71,5.96,10.22,14.58,4.5,2
397.21,0.99,9.6,10.82,5.48,8.19,11.38,3.71,1
400.54,1.17,9.77,12.34,5.66,7.82,10.39,3.67,1
420.57,1.12,10.37,12.7,6.14,8.15,10.53,3.86,1
440.6,1.87,9.6,15.02,6.68,8.62,10.8,3.83,1
480.65,2.1,10.63,16.27,7.09,10.4,12.56,3.9,2
527.38,1.98,11.14,18.24,6.38,12.75,14.69,3.64,2
560.76,1.55,11.65,19.85,5.6,14.15,15.89,3.23,2
547.41,0.85,12,19.67,5.07,12.89,14.43,2.82,2
500.68,0.21,10.88,21.82,4.23,10.61,11.9,2.47,2
494,0.01,10.54,25.03,4.05,10.56,11.85,2.47,2
554.09,0.01,12.51,25.75,4.89,13.52,15.22,2.91,2
607.49,0,14.57,25.75,5.9,16.93,19.13,3.33,2
647.54,0,15.94,22.89,6.5,19.35,22.35,4.02,2
